dateTime,nedør,temp,vind,hour,count,count_last_hour,isHoliday,weekday,month,availability,Mean_close_count_last_hour
2021-06-10 20:00:00,0.0,9.4,1.2,19,2,1.0,False,3,6,6,0.8333333333333334
2021-06-10 21:00:00,0.0,9.2,0.9,20,0,2.0,False,3,6,6,1.6666666666666667
2021-06-10 22:00:00,0.0,9.5,0.8,21,0,0.0,False,3,6,6,1.5
2021-06-10 23:00:00,0.0,9.6,0.9,22,0,0.0,False,3,6,6,0.6666666666666666
2021-06-10 00:00:00,0.0,9.6,0.5,23,0,0.0,False,3,6,6,0.0
2021-06-11 01:00:00,0.0,1.3,0.7,0,0,,False,4,6,6,0.0
2021-06-11 02:00:00,0.0,1.0,1.3,1,0,0.0,False,4,6,6,0.0
2021-06-11 03:00:00,0.0,1.5,2.6,2,0,0.0,False,4,6,6,0.0
2021-06-11 04:00:00,0.0,0.5,2.2,3,0,0.0,False,4,6,6,0.0
2021-06-11 05:00:00,0.0,0.2,1.5,4,0,0.0,False,4,6,6,0.0
2021-06-11 06:00:00,0.0,0.6,1.4,5,0,0.0,False,4,6,6,1.1666666666666667
2021-06-11 07:00:00,0.0,0.2,1.3,6,3,0.0,False,4,6,6,0.8333333333333334
2021-06-11 08:00:00,0.0,0.2,2.2,7,0,3.0,False,4,6,6,1.1666666666666667
2021-06-11 09:00:00,0.0,-0.4,1.4,8,1,0.0,False,4,6,6,0.6666666666666666
2021-06-11 10:00:00,0.0,0.9,0.7,9,2,1.0,False,4,6,6,1.6666666666666667
2021-06-11 11:00:00,0.0,2.6,0.3,10,0,2.0,False,4,6,6,2.1666666666666665
2021-06-11 12:00:00,0.0,6.3,1.6,11,3,0.0,False,4,6,6,0.6666666666666666
2021-06-11 13:00:00,0.0,7.0,0.9,12,2,3.0,False,4,6,6,1.5
2021-06-11 14:00:00,0.0,6.3,0.8,13,2,2.0,False,4,6,6,1.0
2021-06-11 15:00:00,0.0,6.1,0.2,14,3,2.0,False,4,6,6,1.6666666666666667
2021-06-11 16:00:00,0.0,6.1,1.8,15,4,3.0,False,4,6,6,3.6666666666666665
2021-06-11 17:00:00,0.0,4.9,1.4,16,3,4.0,False,4,6,6,2.5
2021-06-11 18:00:00,0.0,4.3,2.4,17,2,3.0,False,4,6,6,3.1666666666666665
2021-06-11 19:00:00,0.0,3.9,1.7,18,3,2.0,False,4,6,6,0.6666666666666666
2021-06-11 20:00:00,0.0,3.8,1.4,19,0,3.0,False,4,6,6,1.1666666666666667
2021-06-11 21:00:00,0.0,4.3,3.0,20,2,0.0,False,4,6,6,0.5
2021-06-11 22:00:00,0.1,4.3,1.6,21,1,2.0,False,4,6,6,2.0
2021-06-11 23:00:00,0.7,3.3,4.0,22,2,1.0,False,4,6,6,0.6666666666666666
2021-06-11 00:00:00,0.6,3.2,4.7,23,0,2.0,False,4,6,6,0.0
2021-06-12 01:00:00,0.0,-8.5,1.8,0,0,,False,5,6,6,0.0
2021-06-12 02:00:00,0.0,-8.5,1.2,1,0,0.0,False,5,6,6,0.0
2021-06-12 03:00:00,0.0,-9.1,2.8,2,0,0.0,False,5,6,6,0.0
2021-06-12 04:00:00,0.0,-9.3,2.7,3,0,0.0,False,5,6,6,0.0
2021-06-12 05:00:00,0.0,-9.7,2.8,4,1,0.0,False,5,6,6,0.1666666666666666
2021-06-12 06:00:00,0.0,-9.8,2.8,5,0,1.0,False,5,6,6,0.5
2021-06-12 07:00:00,0.0,-10.0,3.3,6,0,0.0,False,5,6,6,0.3333333333333333
2021-06-12 08:00:00,0.0,-9.7,2.9,7,0,0.0,False,5,6,6,0.0
2021-06-12 09:00:00,0.0,-9.5,2.6,8,3,0.0,False,5,6,6,1.3333333333333333
2021-06-12 10:00:00,0.0,-9.6,2.7,9,1,3.0,False,5,6,6,1.0
2021-06-12 11:00:00,0.0,-10.0,2.7,10,2,1.0,False,5,6,6,1.5
2021-06-12 12:00:00,0.0,-9.5,2.5,11,0,2.0,False,5,6,6,0.8333333333333334
2021-06-12 13:00:00,0.0,-8.8,2.0,12,7,0.0,False,5,6,6,2.0
2021-06-12 14:00:00,0.0,-9.2,2.7,13,4,7.0,False,5,6,6,2.333333333333333
2021-06-12 15:00:00,0.0,-9.4,2.1,14,1,4.0,False,5,6,6,1.5
2021-06-12 16:00:00,0.0,-9.9,2.0,15,0,1.0,False,5,6,6,1.5
2021-06-12 17:00:00,0.0,-10.5,2.8,16,3,0.0,False,5,6,6,2.333333333333333
2021-06-12 18:00:00,0.1,-10.8,4.2,17,5,3.0,False,5,6,6,1.8333333333333333
2021-06-12 19:00:00,0.0,-10.4,3.6,18,3,5.0,False,5,6,6,0.8333333333333334
2021-06-12 20:00:00,0.0,-10.2,3.0,19,1,3.0,False,5,6,6,0.8333333333333334
2021-06-12 21:00:00,0.0,-10.0,2.7,20,4,1.0,False,5,6,6,0.6666666666666666
2021-06-12 22:00:00,0.0,-10.0,3.2,21,1,4.0,False,5,6,6,2.0
2021-06-12 23:00:00,0.0,-9.8,4.2,22,3,1.0,False,5,6,6,1.0
2021-06-12 00:00:00,0.0,-9.6,4.0,23,0,3.0,False,5,6,6,0.0
2021-06-13 01:00:00,0.0,12.8,1.6,0,0,,False,6,6,6,0.0
2021-06-13 02:00:00,0.0,11.3,1.8,1,0,0.0,False,6,6,6,0.0
2021-06-13 03:00:00,0.0,10.5,1.1,2,0,0.0,False,6,6,6,0.0
2021-06-13 04:00:00,0.0,10.0,1.0,3,0,0.0,False,6,6,6,0.0
2021-06-13 05:00:00,0.0,9.1,0.9,4,1,0.0,False,6,6,6,0.1666666666666666
2021-06-13 06:00:00,0.0,11.1,0.5,5,0,1.0,False,6,6,6,0.1666666666666666
2021-06-13 07:00:00,0.0,13.4,1.3,6,0,0.0,False,6,6,6,0.0
2021-06-13 08:00:00,0.0,14.9,3.6,7,1,0.0,False,6,6,6,0.1666666666666666
2021-06-13 09:00:00,0.0,16.1,3.2,8,2,1.0,False,6,6,6,0.6666666666666666
2021-06-13 10:00:00,0.0,17.1,2.5,9,0,2.0,False,6,6,6,1.1666666666666667
2021-06-13 11:00:00,0.0,18.5,3.2,10,2,0.0,False,6,6,6,2.5
2021-06-13 12:00:00,0.0,19.3,2.3,11,3,2.0,False,6,6,6,1.6666666666666667
2021-06-13 13:00:00,0.0,19.0,4.4,12,3,3.0,False,6,6,6,1.1666666666666667
2021-06-13 14:00:00,0.0,20.0,2.3,13,0,3.0,False,6,6,6,2.833333333333333
2021-06-13 15:00:00,0.0,20.6,4.0,14,1,0.0,False,6,6,6,1.0
2021-06-13 16:00:00,0.0,21.0,3.3,15,1,1.0,False,6,6,6,2.333333333333333
2021-06-13 17:00:00,0.0,20.1,4.2,16,2,1.0,False,6,6,6,1.6666666666666667
2021-06-13 18:00:00,0.0,19.7,3.3,17,2,2.0,False,6,6,6,1.0
2021-06-13 19:00:00,0.0,19.9,3.6,18,2,2.0,False,6,6,6,2.1666666666666665
2021-06-13 20:00:00,0.0,19.4,3.2,19,0,2.0,False,6,6,6,1.0
2021-06-13 21:00:00,0.0,19.3,3.2,20,2,0.0,False,6,6,6,1.0
2021-06-13 22:00:00,0.0,18.0,4.5,21,0,2.0,False,6,6,6,0.5
2021-06-13 23:00:00,0.0,17.6,3.9,22,0,0.0,False,6,6,6,0.1666666666666666
2021-06-13 00:00:00,0.0,16.8,3.0,23,0,0.0,False,6,6,6,0.0
2021-06-14 01:00:00,0.0,15.3,2.8,0,0,,False,0,6,6,0.0
2021-06-14 02:00:00,0.0,15.4,2.9,1,0,0.0,False,0,6,6,0.0
2021-06-14 03:00:00,0.0,14.7,2.6,2,0,0.0,False,0,6,6,0.0
2021-06-14 04:00:00,0.0,14.5,2.0,3,0,0.0,False,0,6,6,0.0
2021-06-14 05:00:00,0.0,15.4,3.4,4,0,0.0,False,0,6,6,0.0
2021-06-14 06:00:00,0.0,15.8,4.7,5,1,0.0,False,0,6,6,0.3333333333333333
2021-06-14 07:00:00,0.8,14.8,2.9,6,1,1.0,False,0,6,6,1.1666666666666667
2021-06-14 08:00:00,0.0,15.6,2.3,7,1,1.0,False,0,6,6,0.8333333333333334
2021-06-14 09:00:00,0.0,17.7,3.2,8,2,1.0,False,0,6,6,1.6666666666666667
2021-06-14 10:00:00,0.0,16.9,3.9,9,0,2.0,False,0,6,6,0.8333333333333334
2021-06-14 11:00:00,0.0,17.0,4.3,10,0,0.0,False,0,6,6,0.8333333333333334
2021-06-14 12:00:00,0.1,15.5,4.7,11,0,0.0,False,0,6,6,0.6666666666666666
2021-06-14 13:00:00,2.7,14.7,6.7,12,0,0.0,False,0,6,6,0.3333333333333333
2021-06-14 14:00:00,4.0,14.5,4.4,13,2,0.0,False,0,6,6,0.1666666666666666
2021-06-14 15:00:00,0.4,14.4,5.3,14,1,2.0,False,0,6,6,1.6666666666666667
2021-06-14 16:00:00,0.0,14.3,4.6,15,2,1.0,False,0,6,6,2.1666666666666665
2021-06-14 17:00:00,0.8,14.5,5.4,16,1,2.0,False,0,6,6,1.5
2021-06-14 18:00:00,1.4,16.8,6.0,17,4,1.0,False,0,6,6,2.1666666666666665
2021-06-14 19:00:00,0.0,17.7,3.9,18,1,4.0,False,0,6,6,2.0
2021-06-14 20:00:00,0.0,17.0,6.3,19,0,1.0,False,0,6,6,1.5
2021-06-14 21:00:00,0.0,15.6,3.9,20,4,0.0,False,0,6,6,1.1666666666666667
2021-06-14 22:00:00,0.0,14.0,3.4,21,0,4.0,False,0,6,6,1.0
2021-06-14 23:00:00,0.0,13.0,4.1,22,0,0.0,False,0,6,6,0.0
2021-06-14 00:00:00,0.0,11.3,2.6,23,0,0.0,False,0,6,5,0.0
2021-06-15 01:00:00,0.0,9.6,2.0,0,0,,False,1,6,6,0.0
2021-06-15 02:00:00,0.0,9.2,3.0,1,0,0.0,False,1,6,6,0.0
2021-06-15 03:00:00,0.0,8.0,1.8,2,0,0.0,False,1,6,6,0.0
2021-06-15 04:00:00,0.0,7.1,1.4,3,0,0.0,False,1,6,6,0.0
2021-06-15 05:00:00,0.0,7.8,1.7,4,0,0.0,False,1,6,6,0.0
2021-06-15 06:00:00,0.0,9.9,3.6,5,3,0.0,False,1,6,6,1.0
2021-06-15 07:00:00,0.0,13.2,2.1,6,3,3.0,False,1,6,6,1.6666666666666667
2021-06-15 08:00:00,0.0,14.9,3.8,7,1,3.0,False,1,6,5,2.0
2021-06-15 09:00:00,0.0,16.4,4.1,8,0,1.0,False,1,6,6,1.5
2021-06-15 10:00:00,0.0,17.1,5.5,9,1,0.0,False,1,6,6,1.8333333333333333
2021-06-15 11:00:00,0.0,18.2,3.9,10,2,1.0,False,1,6,6,1.1666666666666667
2021-06-15 12:00:00,0.0,19.2,4.3,11,0,2.0,False,1,6,6,1.5
2021-06-15 13:00:00,0.0,19.7,5.0,12,3,0.0,False,1,6,6,0.8333333333333334
2021-06-15 14:00:00,0.0,20.2,5.1,13,2,3.0,False,1,6,6,2.1666666666666665
2021-06-15 15:00:00,0.0,21.2,5.2,14,3,2.0,False,1,6,6,2.6666666666666665
2021-06-15 16:00:00,0.1,20.9,5.6,15,1,3.0,False,1,6,6,4.666666666666667
2021-06-15 17:00:00,0.0,21.1,3.8,16,3,1.0,False,1,6,6,3.6666666666666665
2021-06-15 18:00:00,0.0,20.7,3.7,17,5,3.0,False,1,6,6,2.333333333333333
2021-06-15 19:00:00,0.0,20.0,5.0,18,1,5.0,False,1,6,6,2.333333333333333
2021-06-15 20:00:00,0.0,19.5,3.3,19,2,1.0,False,1,6,6,1.6666666666666667
2021-06-15 21:00:00,0.0,17.5,3.4,20,2,2.0,False,1,6,6,1.0
2021-06-15 22:00:00,0.0,15.5,2.6,21,2,2.0,False,1,6,6,1.6666666666666667
2021-06-15 23:00:00,0.0,14.4,3.6,22,0,2.0,False,1,6,6,0.6666666666666666
2021-06-15 00:00:00,0.0,13.4,1.3,23,0,0.0,False,1,6,6,0.0
2021-06-16 01:00:00,0.0,12.1,1.6,0,0,,False,2,6,6,0.0
2021-06-16 02:00:00,0.0,10.2,1.3,1,0,0.0,False,2,6,6,0.0
2021-06-16 03:00:00,0.0,10.9,2.8,2,0,0.0,False,2,6,6,0.0
2021-06-16 04:00:00,0.0,10.8,0.7,3,0,0.0,False,2,6,6,0.0
2021-06-16 05:00:00,0.0,10.7,2.1,4,0,0.0,False,2,6,6,0.0
2021-06-16 06:00:00,0.0,11.6,1.2,5,3,0.0,False,2,6,6,0.5
2021-06-16 07:00:00,0.0,13.3,0.5,6,4,3.0,False,2,6,6,1.8333333333333333
2021-06-16 08:00:00,0.0,13.3,0.8,7,1,4.0,False,2,6,6,1.5
2021-06-16 09:00:00,0.0,14.2,1.7,8,0,1.0,False,2,6,6,1.1666666666666667
2021-06-16 10:00:00,0.0,15.2,1.5,9,2,0.0,False,2,6,6,1.1666666666666667
2021-06-16 11:00:00,0.0,15.9,3.0,10,0,2.0,False,2,6,6,1.6666666666666667
2021-06-16 12:00:00,0.0,18.8,2.3,11,3,0.0,False,2,6,6,1.0
2021-06-16 13:00:00,0.0,18.9,3.6,12,6,3.0,False,2,6,6,1.1666666666666667
2021-06-16 14:00:00,0.0,20.2,3.2,13,3,6.0,False,2,6,6,1.1666666666666667
2021-06-16 15:00:00,0.0,20.1,4.6,14,3,3.0,False,2,6,6,3.6666666666666665
2021-06-16 16:00:00,0.0,18.5,5.1,15,3,3.0,False,2,6,6,2.0
2021-06-16 17:00:00,0.0,17.5,5.8,16,4,3.0,False,2,6,6,2.333333333333333
2021-06-16 18:00:00,0.0,16.3,5.1,17,2,4.0,False,2,6,6,2.833333333333333
2021-06-16 19:00:00,0.0,16.4,5.8,18,3,2.0,False,2,6,6,2.0
2021-06-16 20:00:00,0.0,15.4,5.7,19,1,3.0,False,2,6,6,2.1666666666666665
2021-06-16 21:00:00,0.0,14.8,5.3,20,2,1.0,False,2,6,6,0.5
2021-06-16 22:00:00,0.0,14.1,4.3,21,0,2.0,False,2,6,6,1.8333333333333333
2021-06-16 23:00:00,0.0,13.7,4.2,22,0,0.0,False,2,6,6,0.8333333333333334
2021-06-16 00:00:00,0.0,13.6,4.4,23,0,0.0,False,2,6,6,0.0
2021-06-17 01:00:00,0.0,13.5,3.0,0,0,,False,3,6,6,0.0
2021-06-17 02:00:00,0.0,13.4,2.4,1,0,0.0,False,3,6,6,0.0
2021-06-17 03:00:00,0.0,13.1,2.6,2,0,0.0,False,3,6,6,0.0
2021-06-17 04:00:00,0.0,13.2,2.5,3,0,0.0,False,3,6,6,0.0
2021-06-17 05:00:00,0.0,13.2,1.9,4,0,0.0,False,3,6,6,0.0
2021-06-17 06:00:00,0.0,13.6,1.9,5,2,0.0,False,3,6,6,1.1666666666666667
2021-06-17 07:00:00,0.0,14.2,1.5,6,0,2.0,False,3,6,6,1.5
2021-06-17 08:00:00,0.0,15.9,2.0,7,1,0.0,False,3,6,6,2.5
2021-06-17 09:00:00,0.0,17.2,1.2,8,0,1.0,False,3,6,6,1.5
2021-06-17 10:00:00,0.0,18.5,2.7,9,1,0.0,False,3,6,6,0.8333333333333334
2021-06-17 11:00:00,0.0,19.7,2.4,10,1,1.0,False,3,6,6,1.3333333333333333
2021-06-17 12:00:00,0.0,21.1,3.2,11,2,1.0,False,3,6,6,1.3333333333333333
2021-06-17 13:00:00,0.0,21.5,3.7,12,6,2.0,False,3,6,6,2.0
2021-06-17 14:00:00,0.0,23.0,3.9,13,2,6.0,False,3,6,6,1.8333333333333333
2021-06-17 15:00:00,0.0,23.0,4.5,14,4,2.0,False,3,6,6,1.6666666666666667
2021-06-17 16:00:00,0.0,22.2,3.5,15,4,4.0,False,3,6,6,6.333333333333333
2021-06-17 17:00:00,0.0,21.4,1.8,16,1,4.0,False,3,6,6,3.8333333333333335
2021-06-17 18:00:00,0.0,21.8,1.4,17,2,1.0,False,3,6,6,1.8333333333333333
2021-06-17 19:00:00,0.0,22.2,2.4,18,3,2.0,False,3,6,6,1.3333333333333333
2021-06-17 20:00:00,0.0,21.6,4.4,19,0,3.0,False,3,6,6,1.5
2021-06-17 21:00:00,0.2,19.5,1.2,20,0,0.0,False,3,6,6,0.8333333333333334
2021-06-17 22:00:00,5.9,17.0,1.8,21,1,0.0,False,3,6,6,0.8333333333333334
2021-06-17 23:00:00,4.7,16.8,2.6,22,0,1.0,False,3,6,6,0.1666666666666666
2021-06-17 00:00:00,9.7,16.7,0.5,23,0,0.0,False,3,6,6,0.0
2021-06-18 01:00:00,5.2,16.6,1.8,0,0,,False,4,6,6,0.0
2021-06-18 02:00:00,1.7,16.8,0.9,1,0,0.0,False,4,6,6,0.0
2021-06-18 03:00:00,0.6,17.3,2.7,2,0,0.0,False,4,6,6,0.0
2021-06-18 04:00:00,0.4,17.3,3.6,3,0,0.0,False,4,6,6,0.0
2021-06-18 05:00:00,0.0,17.0,3.0,4,0,0.0,False,4,6,6,0.0
2021-06-18 06:00:00,0.0,16.7,2.0,5,2,0.0,False,4,6,6,0.6666666666666666
2021-06-18 07:00:00,0.0,16.7,2.2,6,2,2.0,False,4,6,6,1.1666666666666667
2021-06-18 08:00:00,0.1,16.7,2.0,7,0,2.0,False,4,6,6,2.5
2021-06-18 09:00:00,0.0,17.2,1.9,8,5,0.0,False,4,6,6,1.5
2021-06-18 10:00:00,0.0,18.3,3.5,9,2,5.0,False,4,6,6,1.1666666666666667
2021-06-18 11:00:00,0.0,19.6,3.5,10,1,2.0,False,4,6,6,1.1666666666666667
2021-06-18 12:00:00,0.0,22.1,2.9,11,4,1.0,False,4,6,6,1.3333333333333333
2021-06-18 13:00:00,0.0,23.6,2.8,12,2,4.0,False,4,6,6,1.8333333333333333
2021-06-18 14:00:00,0.0,23.3,3.3,13,2,2.0,False,4,6,6,2.5
2021-06-18 15:00:00,0.0,22.2,4.0,14,2,2.0,False,4,6,6,2.333333333333333
2021-06-18 16:00:00,0.0,22.2,3.7,15,3,2.0,False,4,6,6,2.1666666666666665
2021-06-18 17:00:00,0.0,22.3,3.2,16,5,3.0,False,4,6,6,4.0
2021-06-18 18:00:00,0.0,22.4,1.9,17,1,5.0,False,4,6,6,2.333333333333333
2021-06-18 19:00:00,0.0,20.1,2.0,18,3,1.0,False,4,6,6,1.5
2021-06-18 20:00:00,0.0,20.6,3.4,19,1,3.0,False,4,6,6,1.3333333333333333
2021-06-18 21:00:00,0.0,19.9,2.3,20,1,1.0,False,4,6,6,1.3333333333333333
2021-06-18 22:00:00,0.0,18.7,1.8,21,2,1.0,False,4,6,6,0.3333333333333333
2021-06-18 23:00:00,0.0,17.9,1.6,22,6,2.0,False,4,6,6,1.0
2021-06-18 00:00:00,0.0,17.4,0.9,23,0,6.0,False,4,6,6,0.0
2021-06-19 01:00:00,0.0,17.6,1.5,0,0,,False,5,6,6,0.0
2021-06-19 02:00:00,0.0,17.1,0.6,1,0,0.0,False,5,6,6,0.0
2021-06-19 03:00:00,0.2,16.7,0.8,2,0,0.0,False,5,6,6,0.0
2021-06-19 04:00:00,0.0,16.9,1.0,3,0,0.0,False,5,6,6,0.0
2021-06-19 05:00:00,0.0,16.7,2.5,4,1,0.0,False,5,6,6,0.0
2021-06-19 06:00:00,0.1,16.1,3.0,5,0,1.0,False,5,6,6,0.0
2021-06-19 07:00:00,0.6,16.1,3.0,6,0,0.0,False,5,6,6,0.1666666666666666
2021-06-19 08:00:00,0.0,16.7,1.8,7,0,0.0,False,5,6,6,0.5
2021-06-19 09:00:00,0.1,16.3,2.7,8,0,0.0,False,5,6,6,0.5
2021-06-19 10:00:00,0.0,16.2,5.2,9,3,0.0,False,5,6,6,0.3333333333333333
2021-06-19 11:00:00,0.0,16.4,4.0,10,2,3.0,False,5,6,6,0.6666666666666666
2021-06-19 12:00:00,0.0,16.9,3.9,11,2,2.0,False,5,6,6,2.0
2021-06-19 13:00:00,0.0,17.4,3.1,12,6,2.0,False,5,6,6,1.1666666666666667
2021-06-19 14:00:00,0.0,18.1,3.2,13,4,6.0,False,5,6,6,2.1666666666666665
2021-06-19 15:00:00,0.0,19.0,3.7,14,0,4.0,False,5,6,6,1.5
2021-06-19 16:00:00,0.0,19.7,3.6,15,4,0.0,False,5,6,6,1.6666666666666667
2021-06-19 17:00:00,0.0,19.6,4.4,16,3,4.0,False,5,6,6,1.0
2021-06-19 18:00:00,0.0,21.3,2.8,17,1,3.0,False,5,6,6,0.6666666666666666
2021-06-19 19:00:00,0.0,21.1,1.7,18,1,1.0,False,5,6,6,0.8333333333333334
2021-06-19 20:00:00,0.0,20.3,2.5,19,1,1.0,False,5,6,6,1.3333333333333333
2021-06-19 21:00:00,0.0,19.6,3.9,20,4,1.0,False,5,6,6,1.3333333333333333
2021-06-19 22:00:00,0.0,18.1,2.6,21,0,4.0,False,5,6,6,0.5
2021-06-19 23:00:00,0.0,16.8,3.3,22,1,0.0,False,5,6,6,1.0
2021-06-19 00:00:00,0.1,15.5,4.3,23,0,1.0,False,5,6,6,0.0
2021-06-20 01:00:00,0.4,14.9,1.7,0,0,,False,6,6,6,0.0
2021-06-20 02:00:00,0.2,14.8,1.1,1,0,0.0,False,6,6,6,0.0
2021-06-20 03:00:00,0.6,15.0,1.1,2,0,0.0,False,6,6,6,0.0
2021-06-20 04:00:00,0.7,14.0,2.9,3,0,0.0,False,6,6,6,0.0
2021-06-20 05:00:00,0.1,13.9,3.5,4,1,0.0,False,6,6,6,0.0
2021-06-20 06:00:00,0.4,13.6,3.0,5,0,1.0,False,6,6,6,0.0
2021-06-20 07:00:00,0.0,13.8,2.0,6,0,0.0,False,6,6,6,0.3333333333333333
2021-06-20 08:00:00,0.0,14.1,2.7,7,0,0.0,False,6,6,6,0.0
2021-06-20 09:00:00,0.0,14.6,2.1,8,0,0.0,False,6,6,6,0.6666666666666666
2021-06-20 10:00:00,0.0,14.9,2.6,9,0,0.0,False,6,6,6,0.3333333333333333
2021-06-20 11:00:00,0.0,15.9,3.1,10,0,0.0,False,6,6,6,0.5
2021-06-20 12:00:00,0.0,16.2,1.4,11,0,0.0,False,6,6,6,1.1666666666666667
2021-06-20 13:00:00,0.0,16.6,2.8,12,3,0.0,False,6,6,6,1.6666666666666667
2021-06-20 14:00:00,0.0,17.7,2.7,13,2,3.0,False,6,6,6,1.3333333333333333
2021-06-20 15:00:00,0.0,17.8,3.2,14,1,2.0,False,6,6,6,1.6666666666666667
2021-06-20 16:00:00,0.0,18.0,4.2,15,0,1.0,False,6,6,6,1.0
2021-06-20 17:00:00,0.2,16.9,4.7,16,0,0.0,False,6,6,6,0.3333333333333333
2021-06-20 18:00:00,0.3,16.4,3.1,17,1,0.0,False,6,6,6,0.5
2021-06-20 19:00:00,0.8,15.9,3.0,18,0,1.0,False,6,6,6,0.5
