dateTime,nedør,temp,vind,hour,count,count_last_hour,isHoliday,weekday,month,availability,Mean_close_count_last_hour
2021-06-20 20:00:00,0.2,16.0,4.1,19,0,0.0,False,6,6,6,0.1666666666666666
2021-06-20 21:00:00,1.2,16.0,4.3,20,0,0.0,False,6,6,6,0.5
2021-06-20 22:00:00,0.0,16.3,3.3,21,0,0.0,False,6,6,6,0.5
2021-06-20 23:00:00,0.2,16.3,2.9,22,0,0.0,False,6,6,6,0.0
2021-06-20 00:00:00,1.4,16.5,2.5,23,0,0.0,False,6,6,6,0.0
2021-06-21 01:00:00,2.0,17.1,2.1,0,0,,False,0,6,6,0.0
2021-06-21 02:00:00,0.0,15.1,4.8,1,0,0.0,False,0,6,6,0.0
2021-06-21 03:00:00,0.0,14.1,2.7,2,0,0.0,False,0,6,6,0.0
2021-06-21 04:00:00,0.3,13.8,1.0,3,0,0.0,False,0,6,6,0.0
2021-06-21 05:00:00,0.5,14.1,1.1,4,0,0.0,False,0,6,6,0.1666666666666666
2021-06-21 06:00:00,1.5,14.0,3.7,5,1,0.0,False,0,6,6,0.1666666666666666
2021-06-21 07:00:00,0.9,13.4,3.2,6,1,1.0,False,0,6,6,0.1666666666666666
2021-06-21 08:00:00,1.9,13.1,2.2,7,1,1.0,False,0,6,6,1.1666666666666667
2021-06-21 09:00:00,0.8,13.2,2.6,8,1,1.0,False,0,6,6,1.0
2021-06-21 10:00:00,0.6,13.4,2.4,9,0,1.0,False,0,6,6,0.3333333333333333
2021-06-21 11:00:00,0.7,13.7,2.7,10,0,0.0,False,0,6,6,0.8333333333333334
2021-06-21 12:00:00,0.8,14.2,1.8,11,1,0.0,False,0,6,6,1.1666666666666667
2021-06-21 13:00:00,0.9,14.4,2.4,12,1,1.0,False,0,6,6,0.8333333333333334
2021-06-21 14:00:00,0.0,15.3,1.0,13,3,1.0,False,0,6,6,2.1666666666666665
2021-06-21 15:00:00,0.0,16.9,0.9,14,1,3.0,False,0,6,6,1.8333333333333333
2021-06-21 16:00:00,0.0,16.9,2.6,15,3,1.0,False,0,6,6,3.1666666666666665
2021-06-21 17:00:00,0.0,15.4,3.2,16,2,3.0,False,0,6,6,1.8333333333333333
2021-06-21 18:00:00,0.0,15.3,2.6,17,2,2.0,False,0,6,5,2.0
2021-06-21 19:00:00,0.0,14.9,2.1,18,3,2.0,False,0,6,5,2.333333333333333
2021-06-21 20:00:00,0.0,14.9,2.7,19,0,3.0,False,0,6,5,1.5
2021-06-21 21:00:00,0.0,14.7,1.8,20,0,0.0,False,0,6,6,0.0
2021-06-21 22:00:00,0.0,14.3,1.8,21,0,0.0,False,0,6,5,0.5
2021-06-21 23:00:00,0.0,14.2,1.1,22,1,0.0,False,0,6,6,0.6666666666666666
2021-06-21 00:00:00,0.0,14.0,1.2,23,0,1.0,False,0,6,6,0.0
2021-06-22 01:00:00,0.0,13.9,1.3,0,0,,False,1,6,6,0.0
2021-06-22 02:00:00,0.1,13.7,0.5,1,0,0.0,False,1,6,6,0.0
2021-06-22 03:00:00,0.1,13.7,1.4,2,0,0.0,False,1,6,6,0.0
2021-06-22 04:00:00,0.7,13.7,1.7,3,0,0.0,False,1,6,6,0.0
2021-06-22 05:00:00,1.5,13.7,0.5,4,0,0.0,False,1,6,6,0.1666666666666666
2021-06-22 06:00:00,1.4,13.6,4.0,5,1,0.0,False,1,6,6,0.0
2021-06-22 07:00:00,0.1,13.2,6.8,6,1,1.0,False,1,6,6,1.0
2021-06-22 08:00:00,0.0,13.3,3.2,7,0,1.0,False,1,6,6,3.0
2021-06-22 09:00:00,0.1,13.5,3.3,8,0,0.0,False,1,6,6,1.0
2021-06-22 10:00:00,0.0,13.4,4.8,9,1,0.0,False,1,6,5,1.1666666666666667
2021-06-22 11:00:00,0.0,14.5,4.2,10,1,1.0,False,1,6,6,0.5
2021-06-22 12:00:00,0.0,14.2,5.4,11,3,1.0,False,1,6,5,1.6666666666666667
2021-06-22 13:00:00,0.0,15.4,3.9,12,3,3.0,False,1,6,6,1.5
2021-06-22 14:00:00,0.0,16.7,3.8,13,6,3.0,False,1,6,5,1.1666666666666667
2021-06-22 15:00:00,0.0,17.4,5.2,14,1,6.0,False,1,6,5,3.0
2021-06-22 16:00:00,0.0,17.2,4.8,15,2,1.0,False,1,6,5,4.166666666666667
2021-06-22 17:00:00,0.0,17.2,4.9,16,2,2.0,False,1,6,5,2.833333333333333
2021-06-22 18:00:00,0.0,17.0,3.8,17,3,2.0,False,1,6,6,2.0
2021-06-22 19:00:00,0.0,17.2,4.2,18,5,3.0,False,1,6,5,1.5
2021-06-22 20:00:00,0.0,16.4,3.3,19,2,5.0,False,1,6,6,1.1666666666666667
2021-06-22 21:00:00,0.0,15.2,3.6,20,0,2.0,False,1,6,6,1.0
2021-06-22 22:00:00,0.0,14.7,2.3,21,5,0.0,False,1,6,6,2.0
2021-06-22 23:00:00,0.0,13.5,1.9,22,0,5.0,False,1,6,6,1.0
2021-06-22 00:00:00,0.0,13.1,2.5,23,0,0.0,False,1,6,6,0.0
2021-06-23 01:00:00,0.0,12.5,1.3,0,0,,False,2,6,6,0.0
2021-06-23 02:00:00,0.0,11.6,0.7,1,0,0.0,False,2,6,6,0.0
2021-06-23 03:00:00,0.0,12.6,2.6,2,0,0.0,False,2,6,6,0.0
2021-06-23 04:00:00,0.0,11.7,2.8,3,0,0.0,False,2,6,6,0.0
2021-06-23 05:00:00,0.0,11.4,2.9,4,0,0.0,False,2,6,6,0.0
2021-06-23 06:00:00,0.0,11.5,2.5,5,0,0.0,False,2,6,6,0.6666666666666666
2021-06-23 07:00:00,0.0,12.9,1.0,6,2,0.0,False,2,6,6,0.8333333333333334
2021-06-23 08:00:00,0.0,14.7,0.5,7,1,2.0,False,2,6,5,1.8333333333333333
2021-06-23 09:00:00,0.0,17.4,1.7,8,1,1.0,False,2,6,6,1.5
2021-06-23 10:00:00,0.0,19.4,1.0,9,1,1.0,False,2,6,6,1.0
2021-06-23 11:00:00,0.0,19.8,2.1,10,3,1.0,False,2,6,6,0.8333333333333334
2021-06-23 12:00:00,0.0,20.7,2.1,11,1,3.0,False,2,6,6,2.1666666666666665
2021-06-23 13:00:00,0.0,22.0,2.7,12,3,1.0,False,2,6,6,2.833333333333333
2021-06-23 14:00:00,0.0,22.7,1.6,13,4,3.0,False,2,6,6,1.6666666666666667
2021-06-23 15:00:00,0.0,23.1,2.6,14,4,4.0,False,2,6,6,2.0
2021-06-23 16:00:00,0.0,23.8,2.8,15,4,4.0,False,2,6,6,2.833333333333333
2021-06-23 17:00:00,0.0,24.7,2.8,16,1,4.0,False,2,6,6,3.6666666666666665
2021-06-23 18:00:00,0.0,23.5,3.7,17,0,1.0,False,2,6,6,4.166666666666667
2021-06-23 19:00:00,0.0,21.8,5.0,18,3,0.0,False,2,6,6,1.8333333333333333
2021-06-23 20:00:00,0.0,19.8,4.6,19,7,3.0,False,2,6,6,1.1666666666666667
2021-06-23 21:00:00,0.0,18.5,4.1,20,4,7.0,False,2,6,6,1.5
2021-06-23 22:00:00,0.0,17.6,2.6,21,2,4.0,False,2,6,6,1.5
2021-06-23 23:00:00,0.0,16.6,2.0,22,1,2.0,False,2,6,6,1.1666666666666667
2021-06-23 00:00:00,0.0,15.2,2.0,23,0,1.0,False,2,6,6,0.0
2021-06-24 01:00:00,0.0,14.3,1.1,0,0,,False,3,6,6,0.0
2021-06-24 02:00:00,0.0,13.9,1.6,1,0,0.0,False,3,6,6,0.0
2021-06-24 03:00:00,0.0,14.2,1.8,2,0,0.0,False,3,6,6,0.0
2021-06-24 04:00:00,0.0,14.1,1.8,3,0,0.0,False,3,6,6,0.0
2021-06-24 05:00:00,0.0,14.1,2.0,4,0,0.0,False,3,6,6,0.1666666666666666
2021-06-24 06:00:00,0.0,14.6,2.2,5,2,0.0,False,3,6,6,0.5
2021-06-24 07:00:00,0.0,14.6,2.5,6,4,2.0,False,3,6,6,1.1666666666666667
2021-06-24 08:00:00,0.0,14.9,2.5,7,4,4.0,False,3,6,6,3.333333333333333
2021-06-24 09:00:00,0.0,16.6,2.1,8,1,4.0,False,3,6,6,0.6666666666666666
2021-06-24 10:00:00,0.0,16.1,2.8,9,1,1.0,False,3,6,6,1.1666666666666667
2021-06-24 11:00:00,0.0,18.2,2.3,10,1,1.0,False,3,6,6,2.1666666666666665
2021-06-24 12:00:00,0.0,19.8,2.0,11,2,1.0,False,3,6,6,0.8333333333333334
2021-06-24 13:00:00,0.0,20.9,2.5,12,4,2.0,False,3,6,6,2.5
2021-06-24 14:00:00,0.0,20.9,4.6,13,2,4.0,False,3,6,6,2.5
2021-06-24 15:00:00,0.0,20.8,5.4,14,2,2.0,False,3,6,6,2.5
2021-06-24 16:00:00,0.0,21.2,5.2,15,4,2.0,False,3,6,6,4.166666666666667
2021-06-24 17:00:00,0.0,21.2,3.6,16,1,4.0,False,3,6,6,3.333333333333333
2021-06-24 18:00:00,0.0,20.6,3.2,17,2,1.0,False,3,6,6,1.1666666666666667
2021-06-24 19:00:00,0.0,20.3,2.8,18,2,2.0,False,3,6,6,2.0
2021-06-24 20:00:00,0.0,18.3,4.3,19,1,2.0,False,3,6,6,1.0
2021-06-24 21:00:00,0.0,15.4,4.3,20,1,1.0,False,3,6,6,1.6666666666666667
2021-06-24 22:00:00,0.0,14.4,3.6,21,0,1.0,False,3,6,6,0.8333333333333334
2021-06-24 23:00:00,0.0,14.6,2.9,22,0,0.0,False,3,6,6,0.3333333333333333
2021-06-24 00:00:00,0.0,14.3,2.9,23,0,0.0,False,3,6,6,0.0
2021-06-25 01:00:00,0.0,13.9,3.0,0,0,,False,4,6,6,0.0
2021-06-25 02:00:00,0.0,13.7,2.3,1,0,0.0,False,4,6,6,0.0
2021-06-25 03:00:00,0.0,13.5,2.2,2,0,0.0,False,4,6,6,0.0
2021-06-25 04:00:00,0.0,13.3,1.6,3,0,0.0,False,4,6,6,0.0
2021-06-25 05:00:00,0.0,13.6,1.5,4,0,0.0,False,4,6,6,0.1666666666666666
2021-06-25 06:00:00,0.0,13.7,1.2,5,1,0.0,False,4,6,6,1.0
2021-06-25 07:00:00,0.0,14.3,1.7,6,3,1.0,False,4,6,6,1.0
2021-06-25 08:00:00,0.0,14.6,1.4,7,3,3.0,False,4,6,6,1.8333333333333333
2021-06-25 09:00:00,0.0,15.5,1.8,8,1,3.0,False,4,6,6,1.5
2021-06-25 10:00:00,0.0,16.9,2.9,9,1,1.0,False,4,6,6,1.1666666666666667
2021-06-25 11:00:00,0.0,16.8,2.3,10,5,1.0,False,4,6,6,1.5
2021-06-25 12:00:00,0.0,18.1,3.0,11,3,5.0,False,4,6,6,0.8333333333333334
2021-06-25 13:00:00,0.0,18.1,3.0,12,4,3.0,False,4,6,6,2.333333333333333
2021-06-25 14:00:00,0.0,17.8,2.5,13,3,4.0,False,4,6,6,3.1666666666666665
2021-06-25 15:00:00,0.0,18.6,2.3,14,1,3.0,False,4,6,6,2.5
2021-06-25 16:00:00,0.0,19.2,2.2,15,2,1.0,False,4,6,6,3.8333333333333335
2021-06-25 17:00:00,0.0,19.9,2.7,16,2,2.0,False,4,6,6,3.0
2021-06-25 18:00:00,0.0,20.7,3.1,17,2,2.0,False,4,6,5,3.1666666666666665
2021-06-25 19:00:00,0.0,20.2,2.5,18,1,2.0,False,4,6,6,1.5
2021-06-25 20:00:00,0.0,19.4,2.1,19,1,1.0,False,4,6,6,2.5
2021-06-25 21:00:00,0.0,18.0,2.5,20,0,1.0,False,4,6,6,0.5
2021-06-25 22:00:00,0.0,17.2,2.6,21,1,0.0,False,4,6,6,2.333333333333333
2021-06-25 23:00:00,0.0,15.6,1.7,22,0,1.0,False,4,6,6,0.5
2021-06-25 00:00:00,0.0,14.6,0.9,23,0,0.0,False,4,6,6,0.0
2021-06-26 01:00:00,0.0,13.0,0.6,0,0,,False,5,6,6,0.0
2021-06-26 02:00:00,0.0,12.3,0.4,1,0,0.0,False,5,6,6,0.0
2021-06-26 03:00:00,0.0,11.7,0.7,2,0,0.0,False,5,6,6,0.0
2021-06-26 04:00:00,0.0,12.7,0.3,3,0,0.0,False,5,6,6,0.0
2021-06-26 05:00:00,0.0,13.3,1.3,4,1,0.0,False,5,6,6,0.0
2021-06-26 06:00:00,0.0,13.9,1.0,5,1,1.0,False,5,6,6,0.1666666666666666
2021-06-26 07:00:00,0.0,14.1,1.0,6,0,1.0,False,5,6,6,0.0
2021-06-26 08:00:00,0.0,15.4,0.1,7,0,0.0,False,5,6,6,0.5
2021-06-26 09:00:00,0.0,17.1,0.8,8,1,0.0,False,5,6,6,0.1666666666666666
2021-06-26 10:00:00,0.0,18.3,1.5,9,3,1.0,False,5,6,6,1.3333333333333333
2021-06-26 11:00:00,0.0,20.3,0.5,10,1,3.0,False,5,6,6,1.8333333333333333
2021-06-26 12:00:00,0.0,22.0,2.2,11,7,1.0,False,5,6,6,3.1666666666666665
2021-06-26 13:00:00,0.0,23.5,2.5,12,8,7.0,False,5,6,6,0.8333333333333334
2021-06-26 14:00:00,0.0,24.7,3.1,13,5,8.0,False,5,6,6,3.1666666666666665
2021-06-26 15:00:00,0.0,24.6,3.7,14,3,5.0,False,5,6,6,2.833333333333333
2021-06-26 16:00:00,0.0,25.1,4.2,15,1,3.0,False,5,6,6,2.0
2021-06-26 17:00:00,0.0,23.8,3.6,16,5,1.0,False,5,6,6,0.3333333333333333
2021-06-26 18:00:00,0.1,23.3,4.5,17,2,5.0,False,5,6,6,2.1666666666666665
2021-06-26 19:00:00,0.0,21.7,4.7,18,1,2.0,False,5,6,6,1.5
2021-06-26 20:00:00,0.0,20.8,3.3,19,3,1.0,False,5,6,6,1.5
2021-06-26 21:00:00,0.0,19.7,3.5,20,3,3.0,False,5,6,6,0.6666666666666666
2021-06-26 22:00:00,0.0,18.6,3.1,21,0,3.0,False,5,6,6,0.8333333333333334
2021-06-26 23:00:00,0.0,17.5,3.8,22,2,0.0,False,5,6,6,0.8333333333333334
2021-06-26 00:00:00,0.0,16.5,2.9,23,0,2.0,False,5,6,6,0.0
2021-06-27 01:00:00,0.0,15.8,2.6,0,0,,False,6,6,6,0.0
2021-06-27 02:00:00,0.0,15.6,3.2,1,0,0.0,False,6,6,6,0.0
2021-06-27 03:00:00,0.0,15.4,3.3,2,0,0.0,False,6,6,6,0.0
2021-06-27 04:00:00,0.0,15.5,2.2,3,0,0.0,False,6,6,6,0.0
2021-06-27 05:00:00,0.0,15.5,1.8,4,0,0.0,False,6,6,6,0.0
2021-06-27 06:00:00,0.0,15.5,1.4,5,2,0.0,False,6,6,6,0.3333333333333333
2021-06-27 07:00:00,0.0,15.7,1.3,6,0,2.0,False,6,6,6,0.1666666666666666
2021-06-27 08:00:00,0.0,15.7,2.1,7,1,0.0,False,6,6,6,0.3333333333333333
2021-06-27 09:00:00,0.0,15.8,1.4,8,1,1.0,False,6,6,6,0.1666666666666666
2021-06-27 10:00:00,0.0,16.2,0.9,9,0,1.0,False,6,6,6,0.6666666666666666
2021-06-27 11:00:00,0.0,17.0,1.2,10,0,0.0,False,6,6,6,0.5
2021-06-27 12:00:00,0.0,17.4,2.5,11,0,0.0,False,6,6,6,2.333333333333333
2021-06-27 13:00:00,0.0,18.1,2.1,12,0,0.0,False,6,6,6,1.0
2021-06-27 14:00:00,0.0,18.5,2.6,13,1,0.0,False,6,6,6,1.1666666666666667
2021-06-27 15:00:00,0.0,18.2,3.3,14,1,1.0,False,6,6,6,0.8333333333333334
2021-06-27 16:00:00,0.0,17.9,2.7,15,1,1.0,False,6,6,6,1.0
2021-06-27 17:00:00,0.0,17.1,4.3,16,1,1.0,False,6,6,6,1.6666666666666667
2021-06-27 18:00:00,0.0,16.6,2.8,17,1,1.0,False,6,6,6,0.6666666666666666
2021-06-27 19:00:00,0.0,16.3,2.5,18,1,1.0,False,6,6,6,1.8333333333333333
2021-06-27 20:00:00,0.0,15.9,2.4,19,1,1.0,False,6,6,6,1.1666666666666667
2021-06-27 21:00:00,0.0,15.2,3.3,20,0,1.0,False,6,6,6,0.0
2021-06-27 22:00:00,0.0,14.8,2.4,21,1,0.0,False,6,6,6,0.8333333333333334
2021-06-27 23:00:00,0.0,14.5,2.6,22,0,1.0,False,6,6,6,0.5
2021-06-27 00:00:00,0.0,14.5,2.0,23,0,0.0,False,6,6,6,0.0
2021-06-28 01:00:00,0.0,14.4,1.9,0,0,,False,0,6,6,0.0
2021-06-28 02:00:00,0.0,14.3,1.8,1,0,0.0,False,0,6,6,0.0
2021-06-28 03:00:00,0.0,14.3,0.5,2,0,0.0,False,0,6,6,0.0
2021-06-28 04:00:00,0.0,14.3,0.8,3,0,0.0,False,0,6,6,0.0
2021-06-28 05:00:00,0.0,14.3,0.4,4,0,0.0,False,0,6,6,0.0
2021-06-28 06:00:00,0.0,14.4,0.8,5,2,0.0,False,0,6,6,0.8333333333333334
2021-06-28 07:00:00,0.0,14.5,0.8,6,4,2.0,False,0,6,6,1.1666666666666667
2021-06-28 08:00:00,0.0,14.6,1.0,7,2,4.0,False,0,6,5,2.6666666666666665
2021-06-28 09:00:00,0.0,14.9,1.0,8,1,2.0,False,0,6,5,0.6666666666666666
2021-06-28 10:00:00,0.0,15.4,1.0,9,1,1.0,False,0,6,6,1.0
2021-06-28 11:00:00,0.0,16.1,1.7,10,1,1.0,False,0,6,6,0.3333333333333333
2021-06-28 12:00:00,0.0,17.4,2.0,11,2,1.0,False,0,6,6,1.3333333333333333
2021-06-28 13:00:00,0.0,17.5,2.2,12,1,2.0,False,0,6,6,1.1666666666666667
2021-06-28 14:00:00,0.0,18.6,2.1,13,6,1.0,False,0,6,6,1.8333333333333333
2021-06-28 15:00:00,0.0,20.4,2.9,14,6,6.0,False,0,6,6,2.6666666666666665
2021-06-28 16:00:00,0.0,19.1,2.8,15,5,6.0,False,0,6,6,2.5
2021-06-28 17:00:00,0.0,20.3,3.3,16,5,5.0,False,0,6,6,2.6666666666666665
2021-06-28 18:00:00,0.0,20.1,2.2,17,4,5.0,False,0,6,6,3.1666666666666665
2021-06-28 19:00:00,0.0,20.5,2.3,18,4,4.0,False,0,6,6,2.6666666666666665
2021-06-28 20:00:00,0.0,19.3,3.4,19,1,4.0,False,0,6,6,1.8333333333333333
2021-06-28 21:00:00,0.0,17.7,2.6,20,3,1.0,False,0,6,6,1.1666666666666667
2021-06-28 22:00:00,0.0,15.7,4.1,21,1,3.0,False,0,6,6,0.5
2021-06-28 23:00:00,0.0,14.6,4.0,22,1,1.0,False,0,6,6,0.8333333333333334
2021-06-28 00:00:00,0.0,14.8,1.8,23,0,1.0,False,0,6,6,0.0
2021-06-29 01:00:00,0.0,14.8,2.2,0,0,,False,1,6,6,0.0
2021-06-29 02:00:00,0.0,14.7,2.3,1,0,0.0,False,1,6,6,0.0
2021-06-29 03:00:00,0.0,14.7,2.7,2,0,0.0,False,1,6,6,0.0
2021-06-29 04:00:00,0.0,14.6,2.1,3,0,0.0,False,1,6,6,0.0
2021-06-29 05:00:00,0.0,14.5,2.6,4,1,0.0,False,1,6,6,0.0
2021-06-29 06:00:00,0.0,14.5,2.7,5,1,1.0,False,1,6,6,0.0
2021-06-29 07:00:00,0.0,14.5,2.8,6,5,1.0,False,1,6,6,0.0
2021-06-29 08:00:00,0.0,14.3,2.1,7,1,5.0,False,1,6,5,0.0
2021-06-29 09:00:00,0.0,14.0,3.0,8,1,1.0,False,1,6,6,0.0
2021-06-29 10:00:00,0.0,13.7,2.1,9,1,1.0,False,1,6,6,0.0
2021-06-29 11:00:00,0.0,14.3,1.0,10,5,1.0,False,1,6,6,0.0
2021-06-29 12:00:00,0.0,16.0,1.0,11,2,5.0,False,1,6,6,0.0
2021-06-29 13:00:00,0.0,16.6,1.4,12,1,2.0,False,1,6,6,0.0
2021-06-29 14:00:00,0.0,20.1,2.0,13,4,1.0,False,1,6,6,0.0
2021-06-29 15:00:00,0.0,20.1,2.1,14,5,4.0,False,1,6,6,0.0
2021-06-29 16:00:00,0.0,19.5,2.9,15,6,5.0,False,1,6,6,0.0
2021-06-29 17:00:00,0.1,20.7,3.0,16,2,6.0,False,1,6,6,0.0
2021-06-29 18:00:00,0.0,20.8,2.4,17,0,2.0,False,1,6,6,0.0
2021-06-29 19:00:00,0.0,21.5,2.4,18,0,0.0,False,1,6,6,0.0
2021-06-29 20:00:00,0.0,20.5,2.0,19,0,0.0,False,1,6,6,0.0
2021-06-29 21:00:00,0.0,18.8,1.2,20,1,0.0,False,1,6,6,0.0
2021-06-29 22:00:00,0.0,18.5,3.9,21,0,1.0,False,1,6,6,0.0
2021-06-29 23:00:00,0.0,18.1,7.0,22,1,0.0,False,1,6,6,0.0
2021-06-29 00:00:00,0.0,17.5,9.5,23,0,1.0,False,1,6,6,0.0
2021-06-30 01:00:00,0.0,16.3,8.8,0,0,,False,2,6,6,0.0
2021-06-30 02:00:00,0.0,15.7,4.4,1,0,0.0,False,2,6,6,0.0
2021-06-30 03:00:00,0.0,14.8,5.7,2,0,0.0,False,2,6,6,0.0
2021-06-30 04:00:00,0.0,14.7,7.7,3,2,0.0,False,2,6,6,0.0
2021-06-30 05:00:00,0.0,14.4,6.1,4,0,2.0,False,2,6,6,0.0
2021-06-30 06:00:00,0.0,14.4,5.6,5,0,0.0,False,2,6,6,0.0
2021-06-30 07:00:00,0.0,15.6,4.4,6,4,0.0,False,2,6,6,0.0
2021-06-30 08:00:00,0.0,16.0,5.7,7,0,4.0,False,2,6,6,0.0
2021-06-30 09:00:00,0.0,16.6,5.9,8,1,0.0,False,2,6,6,0.0
2021-06-30 10:00:00,0.0,17.2,5.5,9,0,1.0,False,2,6,6,0.0
2021-06-30 11:00:00,0.0,18.1,4.8,10,1,0.0,False,2,6,6,0.0
2021-06-30 12:00:00,0.0,19.4,4.1,11,7,1.0,False,2,6,6,0.0
2021-06-30 13:00:00,0.0,19.5,5.4,12,1,7.0,False,2,6,6,0.0
2021-06-30 14:00:00,0.0,20.1,5.6,13,5,1.0,False,2,6,6,0.0
2021-06-30 15:00:00,0.0,21.3,4.0,14,1,5.0,False,2,6,6,0.0
2021-06-30 16:00:00,0.0,21.9,4.2,15,2,1.0,False,2,6,6,0.0
2021-06-30 17:00:00,0.0,22.2,3.3,16,2,2.0,False,2,6,6,0.0
2021-06-30 18:00:00,0.0,22.4,3.1,17,2,2.0,False,2,6,6,0.0
2021-06-30 19:00:00,0.0,21.8,5.0,18,2,2.0,False,2,6,6,0.0
2021-06-30 20:00:00,0.0,21.5,3.7,19,0,2.0,False,2,6,6,0.0
2021-06-30 21:00:00,0.0,20.4,3.2,20,3,0.0,False,2,6,6,0.0
2021-06-30 22:00:00,0.0,18.7,3.2,21,0,3.0,False,2,6,6,0.0
2021-06-30 23:00:00,0.0,17.2,2.9,22,0,0.0,False,2,6,6,0.0
2021-06-30 00:00:00,0.0,16.7,2.2,23,0,0.0,False,2,6,6,0.0
